,RegionName,RegionID,SizeRank,City,State,Metro,CountyName,time,value
563493,34691,73177,4020,Holiday,FL,Tampa,Pasco,1999-06-01,51200.0
578216,34691,73177,4020,Holiday,FL,Tampa,Pasco,1999-07-01,51200.0
592939,34691,73177,4020,Holiday,FL,Tampa,Pasco,1999-08-01,51300.0
607662,34691,73177,4020,Holiday,FL,Tampa,Pasco,1999-09-01,51400.0
622385,34691,73177,4020,Holiday,FL,Tampa,Pasco,1999-10-01,51600.0
637108,34691,73177,4020,Holiday,FL,Tampa,Pasco,1999-11-01,51800.0
651831,34691,73177,4020,Holiday,FL,Tampa,Pasco,1999-12-01,52200.0
666554,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-01-01,52600.0
681277,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-02-01,53100.0
696000,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-03-01,53600.0
710723,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-04-01,54000.0
725446,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-05-01,54500.0
740169,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-06-01,55100.0
754892,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-07-01,55600.0
769615,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-08-01,56200.0
784338,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-09-01,56800.0
799061,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-10-01,57500.0
813784,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-11-01,58100.0
828507,34691,73177,4020,Holiday,FL,Tampa,Pasco,2000-12-01,58900.0
843230,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-01-01,59600.0
857953,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-02-01,60400.0
872676,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-03-01,61100.0
887399,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-04-01,61700.0
902122,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-05-01,62200.0
916845,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-06-01,62800.0
931568,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-07-01,63300.0
946291,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-08-01,63800.0
961014,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-09-01,64200.0
975737,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-10-01,64700.0
990460,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-11-01,65200.0
1005183,34691,73177,4020,Holiday,FL,Tampa,Pasco,2001-12-01,65800.0
1019906,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-01-01,66400.0
1034629,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-02-01,66900.0
1049352,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-03-01,67500.0
1064075,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-04-01,68000.0
1078798,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-05-01,68500.0
1093521,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-06-01,68900.0
1108244,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-07-01,69400.0
1122967,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-08-01,69900.0
1137690,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-09-01,70300.0
1152413,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-10-01,70800.0
1167136,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-11-01,71300.0
1181859,34691,73177,4020,Holiday,FL,Tampa,Pasco,2002-12-01,71800.0
1196582,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-01-01,72400.0
1211305,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-02-01,73000.0
1226028,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-03-01,73500.0
1240751,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-04-01,74100.0
1255474,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-05-01,74600.0
1270197,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-06-01,75200.0
1284920,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-07-01,75700.0
1299643,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-08-01,76400.0
1314366,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-09-01,77100.0
1329089,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-10-01,77800.0
1343812,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-11-01,78600.0
1358535,34691,73177,4020,Holiday,FL,Tampa,Pasco,2003-12-01,79500.0
1373258,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-01-01,80300.0
1387981,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-02-01,81300.0
1402704,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-03-01,82500.0
1417427,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-04-01,83900.0
1432150,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-05-01,85500.0
1446873,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-06-01,87200.0
1461596,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-07-01,89000.0
1476319,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-08-01,90700.0
1491042,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-09-01,92600.0
1505765,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-10-01,94600.0
1520488,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-11-01,96700.0
1535211,34691,73177,4020,Holiday,FL,Tampa,Pasco,2004-12-01,99100.0
1549934,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-01-01,101600.0
1564657,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-02-01,104300.0
1579380,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-03-01,107100.0
1594103,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-04-01,110400.0
1608826,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-05-01,113800.0
1623549,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-06-01,117500.0
1638272,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-07-01,121500.0
1652995,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-08-01,125500.0
1667718,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-09-01,129100.0
1682441,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-10-01,132300.0
1697164,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-11-01,134900.0
1711887,34691,73177,4020,Holiday,FL,Tampa,Pasco,2005-12-01,136900.0
1726610,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-01-01,138300.0
1741333,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-02-01,139100.0
1756056,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-03-01,139800.0
1770779,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-04-01,140300.0
1785502,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-05-01,140700.0
1800225,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-06-01,140800.0
1814948,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-07-01,140300.0
1829671,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-08-01,139200.0
1844394,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-09-01,137700.0
1859117,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-10-01,136000.0
1873840,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-11-01,134100.0
1888563,34691,73177,4020,Holiday,FL,Tampa,Pasco,2006-12-01,132000.0
1903286,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-01-01,130100.0
1918009,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-02-01,127900.0
1932732,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-03-01,125500.0
1947455,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-04-01,123300.0
1962178,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-05-01,121300.0
1976901,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-06-01,119300.0
1991624,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-07-01,117200.0
2006347,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-08-01,115000.0
2021070,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-09-01,112900.0
2035793,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-10-01,111000.0
2050516,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-11-01,109200.0
2065239,34691,73177,4020,Holiday,FL,Tampa,Pasco,2007-12-01,107600.0
2079962,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-01-01,105800.0
2094685,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-02-01,103800.0
2109408,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-03-01,101500.0
2124131,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-04-01,99300.0
2138854,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-05-01,97100.0
2153577,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-06-01,94700.0
2168300,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-07-01,92200.0
2183023,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-08-01,89800.0
2197746,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-09-01,87600.0
2212469,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-10-01,85300.0
2227192,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-11-01,83100.0
2241915,34691,73177,4020,Holiday,FL,Tampa,Pasco,2008-12-01,81000.0
2256638,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-01-01,78900.0
2271361,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-02-01,76700.0
2286084,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-03-01,74400.0
2300807,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-04-01,72300.0
2315530,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-05-01,70300.0
2330253,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-06-01,68600.0
2344976,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-07-01,67400.0
2359699,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-08-01,66600.0
2374422,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-09-01,65900.0
2389145,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-10-01,65400.0
2403868,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-11-01,65100.0
2418591,34691,73177,4020,Holiday,FL,Tampa,Pasco,2009-12-01,64900.0
2433314,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-01-01,64800.0
2448037,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-02-01,64800.0
2462760,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-03-01,64700.0
2477483,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-04-01,64500.0
2492206,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-05-01,64000.0
2506929,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-06-01,63400.0
2521652,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-07-01,63000.0
2536375,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-08-01,62900.0
2551098,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-09-01,62400.0
2565821,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-10-01,61300.0
2580544,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-11-01,60000.0
2595267,34691,73177,4020,Holiday,FL,Tampa,Pasco,2010-12-01,58800.0
2609990,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-01-01,57800.0
2624713,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-02-01,57100.0
2639436,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-03-01,56500.0
2654159,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-04-01,55700.0
2668882,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-05-01,54600.0
2683605,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-06-01,53500.0
2698328,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-07-01,52600.0
2713051,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-08-01,51800.0
2727774,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-09-01,51300.0
2742497,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-10-01,51400.0
2757220,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-11-01,51700.0
2771943,34691,73177,4020,Holiday,FL,Tampa,Pasco,2011-12-01,51600.0
2786666,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-01-01,51300.0
2801389,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-02-01,51300.0
2816112,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-03-01,51500.0
2830835,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-04-01,51300.0
2845558,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-05-01,50700.0
2860281,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-06-01,50400.0
2875004,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-07-01,50100.0
2889727,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-08-01,49500.0
2904450,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-09-01,49000.0
2919173,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-10-01,48700.0
2933896,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-11-01,48500.0
2948619,34691,73177,4020,Holiday,FL,Tampa,Pasco,2012-12-01,48600.0
2963342,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-01-01,49200.0
2978065,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-02-01,49800.0
2992788,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-03-01,50300.0
3007511,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-04-01,50800.0
3022234,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-05-01,51900.0
3036957,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-06-01,52700.0
3051680,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-07-01,53100.0
3066403,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-08-01,53500.0
3081126,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-09-01,54000.0
3095849,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-10-01,54600.0
3110572,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-11-01,55500.0
3125295,34691,73177,4020,Holiday,FL,Tampa,Pasco,2013-12-01,56300.0
3140018,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-01-01,56700.0
3154741,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-02-01,56900.0
3169464,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-03-01,57300.0
3184187,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-04-01,57900.0
3198910,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-05-01,58300.0
3213633,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-06-01,58900.0
3228356,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-07-01,59400.0
3243079,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-08-01,59500.0
3257802,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-09-01,59400.0
3272525,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-10-01,59200.0
3287248,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-11-01,59000.0
3301971,34691,73177,4020,Holiday,FL,Tampa,Pasco,2014-12-01,58900.0
3316694,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-01-01,58700.0
3331417,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-02-01,58300.0
3346140,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-03-01,57800.0
3360863,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-04-01,57800.0
3375586,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-05-01,58700.0
3390309,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-06-01,59700.0
3405032,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-07-01,60300.0
3419755,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-08-01,60800.0
3434478,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-09-01,61400.0
3449201,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-10-01,61800.0
3463924,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-11-01,62200.0
3478647,34691,73177,4020,Holiday,FL,Tampa,Pasco,2015-12-01,62900.0
3493370,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-01-01,63700.0
3508093,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-02-01,64400.0
3522816,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-03-01,65200.0
3537539,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-04-01,66000.0
3552262,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-05-01,67000.0
3566985,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-06-01,68800.0
3581708,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-07-01,71300.0
3596431,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-08-01,73700.0
3611154,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-09-01,75200.0
3625877,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-10-01,76400.0
3640600,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-11-01,77100.0
3655323,34691,73177,4020,Holiday,FL,Tampa,Pasco,2016-12-01,77700.0
3670046,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-01-01,78500.0
3684769,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-02-01,79300.0
3699492,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-03-01,79700.0
3714215,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-04-01,81000.0
3728938,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-05-01,82800.0
3743661,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-06-01,84500.0
3758384,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-07-01,86400.0
3773107,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-08-01,88400.0
3787830,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-09-01,90200.0
3802553,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-10-01,92000.0
3817276,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-11-01,93500.0
3831999,34691,73177,4020,Holiday,FL,Tampa,Pasco,2017-12-01,94900.0
3846722,34691,73177,4020,Holiday,FL,Tampa,Pasco,2018-01-01,96100.0
3861445,34691,73177,4020,Holiday,FL,Tampa,Pasco,2018-02-01,98100.0
3876168,34691,73177,4020,Holiday,FL,Tampa,Pasco,2018-03-01,101600.0
3890891,34691,73177,4020,Holiday,FL,Tampa,Pasco,2018-04-01,104800.0
