,RegionName,RegionID,SizeRank,City,State,Metro,CountyName,time,value
1320321,7513,60706,9975,Paterson,NJ,New York,Passaic,2003-09-01,222400.0
1335044,7513,60706,9975,Paterson,NJ,New York,Passaic,2003-10-01,226000.0
1349767,7513,60706,9975,Paterson,NJ,New York,Passaic,2003-11-01,229900.0
1364490,7513,60706,9975,Paterson,NJ,New York,Passaic,2003-12-01,233800.0
1379213,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-01-01,237400.0
1393936,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-02-01,240800.0
1408659,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-03-01,244300.0
1423382,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-04-01,248300.0
1438105,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-05-01,253100.0
1452828,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-06-01,258100.0
1467551,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-07-01,262800.0
1482274,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-08-01,266400.0
1496997,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-09-01,269000.0
1511720,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-10-01,270800.0
1526443,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-11-01,272500.0
1541166,7513,60706,9975,Paterson,NJ,New York,Passaic,2004-12-01,274800.0
1555889,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-01-01,278200.0
1570612,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-02-01,282800.0
1585335,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-03-01,288600.0
1600058,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-04-01,295500.0
1614781,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-05-01,302600.0
1629504,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-06-01,309400.0
1644227,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-07-01,316000.0
1658950,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-08-01,322500.0
1673673,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-09-01,329200.0
1688396,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-10-01,336200.0
1703119,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-11-01,343000.0
1717842,7513,60706,9975,Paterson,NJ,New York,Passaic,2005-12-01,349100.0
1732565,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-01-01,354600.0
1747288,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-02-01,359600.0
1762011,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-03-01,364600.0
1776734,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-04-01,369600.0
1791457,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-05-01,374300.0
1806180,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-06-01,378700.0
1820903,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-07-01,382800.0
1835626,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-08-01,386100.0
1850349,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-09-01,388800.0
1865072,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-10-01,391000.0
1879795,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-11-01,392300.0
1894518,7513,60706,9975,Paterson,NJ,New York,Passaic,2006-12-01,392100.0
1909241,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-01-01,390400.0
1923964,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-02-01,387500.0
1938687,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-03-01,384400.0
1953410,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-04-01,381900.0
1968133,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-05-01,380000.0
1982856,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-06-01,379000.0
1997579,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-07-01,379600.0
2012302,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-08-01,380400.0
2027025,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-09-01,380500.0
2041748,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-10-01,379700.0
2056471,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-11-01,378300.0
2071194,7513,60706,9975,Paterson,NJ,New York,Passaic,2007-12-01,376900.0
2085917,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-01-01,376100.0
2100640,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-02-01,375400.0
2115363,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-03-01,374800.0
2130086,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-04-01,372800.0
2144809,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-05-01,367300.0
2159532,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-06-01,357500.0
2174255,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-07-01,347700.0
2188978,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-08-01,339900.0
2203701,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-09-01,333000.0
2218424,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-10-01,326000.0
2233147,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-11-01,318800.0
2247870,7513,60706,9975,Paterson,NJ,New York,Passaic,2008-12-01,310900.0
2262593,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-01-01,303200.0
2277316,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-02-01,295600.0
2292039,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-03-01,288600.0
2306762,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-04-01,282000.0
2321485,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-05-01,275000.0
2336208,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-06-01,267700.0
2350931,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-07-01,262200.0
2365654,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-08-01,258000.0
2380377,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-09-01,253900.0
2395100,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-10-01,250300.0
2409823,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-11-01,247400.0
2424546,7513,60706,9975,Paterson,NJ,New York,Passaic,2009-12-01,244900.0
2439269,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-01-01,243200.0
2453992,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-02-01,243300.0
2468715,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-03-01,239900.0
2483438,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-04-01,233600.0
2498161,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-05-01,228900.0
2512884,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-06-01,226100.0
2527607,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-07-01,219300.0
2542330,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-08-01,210000.0
2557053,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-09-01,201000.0
2571776,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-10-01,193500.0
2586499,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-11-01,187100.0
2601222,7513,60706,9975,Paterson,NJ,New York,Passaic,2010-12-01,183700.0
2615945,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-01-01,181500.0
2630668,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-02-01,179000.0
2645391,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-03-01,177600.0
2660114,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-04-01,176900.0
2674837,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-05-01,176300.0
2689560,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-06-01,178800.0
2704283,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-07-01,182700.0
2719006,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-08-01,186100.0
2733729,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-09-01,189400.0
2748452,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-10-01,192100.0
2763175,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-11-01,193600.0
2777898,7513,60706,9975,Paterson,NJ,New York,Passaic,2011-12-01,193800.0
2792621,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-01-01,192200.0
2807344,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-02-01,190100.0
2822067,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-03-01,189200.0
2836790,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-04-01,187900.0
2851513,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-05-01,185900.0
2866236,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-06-01,182600.0
2880959,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-07-01,179900.0
2895682,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-08-01,179100.0
2910405,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-09-01,179800.0
2925128,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-10-01,179700.0
2939851,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-11-01,179400.0
2954574,7513,60706,9975,Paterson,NJ,New York,Passaic,2012-12-01,179200.0
2969297,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-01-01,179200.0
2984020,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-02-01,178000.0
2998743,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-03-01,176100.0
3013466,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-04-01,175700.0
3028189,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-05-01,177300.0
3042912,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-06-01,178100.0
3057635,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-07-01,177800.0
3072358,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-08-01,177000.0
3087081,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-09-01,175700.0
3101804,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-10-01,173800.0
3116527,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-11-01,172500.0
3131250,7513,60706,9975,Paterson,NJ,New York,Passaic,2013-12-01,170900.0
3145973,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-01-01,169700.0
3160696,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-02-01,169800.0
3175419,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-03-01,170600.0
3190142,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-04-01,171300.0
3204865,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-05-01,171700.0
3219588,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-06-01,172900.0
3234311,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-07-01,175600.0
3249034,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-08-01,177600.0
3263757,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-09-01,178000.0
3278480,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-10-01,180000.0
3293203,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-11-01,182300.0
3307926,7513,60706,9975,Paterson,NJ,New York,Passaic,2014-12-01,182300.0
3322649,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-01-01,182200.0
3337372,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-02-01,182000.0
3352095,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-03-01,181500.0
3366818,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-04-01,182400.0
3381541,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-05-01,185600.0
3396264,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-06-01,187500.0
3410987,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-07-01,187900.0
3425710,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-08-01,186300.0
3440433,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-09-01,183300.0
3455156,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-10-01,179600.0
3469879,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-11-01,177800.0
3484602,7513,60706,9975,Paterson,NJ,New York,Passaic,2015-12-01,177700.0
3499325,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-01-01,177700.0
3514048,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-02-01,177500.0
3528771,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-03-01,178600.0
3543494,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-04-01,180000.0
3558217,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-05-01,180100.0
3572940,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-06-01,180700.0
3587663,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-07-01,182800.0
3602386,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-08-01,185500.0
3617109,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-09-01,189600.0
3631832,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-10-01,195000.0
3646555,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-11-01,197900.0
3661278,7513,60706,9975,Paterson,NJ,New York,Passaic,2016-12-01,198300.0
3676001,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-01-01,199000.0
3690724,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-02-01,198700.0
3705447,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-03-01,197000.0
3720170,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-04-01,195800.0
3734893,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-05-01,195300.0
3749616,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-06-01,195100.0
3764339,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-07-01,195900.0
3779062,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-08-01,198900.0
3793785,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-09-01,202300.0
3808508,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-10-01,205900.0
3823231,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-11-01,212000.0
3837954,7513,60706,9975,Paterson,NJ,New York,Passaic,2017-12-01,221400.0
3852677,7513,60706,9975,Paterson,NJ,New York,Passaic,2018-01-01,230600.0
3867400,7513,60706,9975,Paterson,NJ,New York,Passaic,2018-02-01,239300.0
3882123,7513,60706,9975,Paterson,NJ,New York,Passaic,2018-03-01,248800.0
3896846,7513,60706,9975,Paterson,NJ,New York,Passaic,2018-04-01,257100.0
